Case_ID,Timestamp,Activity,Resource,Cost
C_1650,2026-01-12 11:05:00,Verificacion_Automatica,API,2
C_1650,2026-01-12 11:07:00,Comprobar_Antecedentes,API,1
C_1650,2026-01-12 11:09:00,Calculo_Scoring,API,1
C_1650,2026-01-12 11:14:00,Aprobacion_Automatica,Sistema,0
C_1650,2026-01-12 11:19:00,Emitir_Transferencia,Banco,5
C_1651,2026-01-12 11:10:00,Recibir_Solicitud,Sistema,0
C_1651,2026-01-12 11:15:00,Verificacion_Automatica,API,2
C_1651,2026-01-12 11:17:00,Comprobar_Antecedentes,API,1
C_1651,2026-01-12 11:19:00,Calculo_Scoring,API,1
C_1651,2026-01-12 11:24:00,Aprobacion_Automatica,Sistema,0
C_1651,2026-01-12 11:29:00,Emitir_Transferencia,Banco,5
C_1652,2026-01-12 11:20:00,Recibir_Solicitud,Sistema,0
C_1652,2026-01-12 11:25:00,Verificacion_Automatica,API,2
C_1652,2026-01-12 11:27:00,Calculo_Scoring,API,1
C_1652,2026-01-12 11:29:00,Comprobar_Antecedentes,API,1
C_1652,2026-01-12 11:34:00,Aprobacion_Automatica,Sistema,0
C_1652,2026-01-12 11:39:00,Emitir_Transferencia,Banco,5
C_1653,2026-01-12 11:30:00,Recibir_Solicitud,Sistema,0
C_1653,2026-01-12 11:35:00,Verificacion_Automatica,API,2
C_1653,2026-01-12 11:37:00,Calculo_Scoring,API,1
C_1653,2026-01-12 11:39:00,Comprobar_Antecedentes,API,1
C_1653,2026-01-12 11:44:00,Requiere_Revision_Manual,Sistema,0
C_1653,2026-01-12 13:44:00,Analisis_Riesgo_Manual,Empleado,50
C_1653,2026-01-12 14:14:00,Aprobacion_Manual,Empleado,0
C_1654,2026-01-12 11:40:00,Recibir_Solicitud,Sistema,0
C_1654,2026-01-12 11:45:00,Verificacion_Automatica,API,2
C_1654,2026-01-12 11:47:00,Comprobar_Antecedentes,API,1
C_1654,2026-01-12 11:49:00,Calculo_Scoring,API,1
C_1654,2026-01-12 11:54:00,Aprobacion_Automatica,Sistema,0
C_1654,2026-01-12 11:59:00,Emitir_Transferencia,Banco,5
C_1655,2026-01-12 11:50:00,Recibir_Solicitud,Sistema,0
C_1655,2026-01-12 11:55:00,Verificacion_Automatica,API,2
C_1655,2026-01-12 11:57:00,Calculo_Scoring,API,1
C_1655,2026-01-12 11:59:00,Comprobar_Antecedentes,API,1
C_1655,2026-01-12 12:04:00,Requiere_Revision_Manual,Sistema,0
C_1655,2026-01-12 14:04:00,Analisis_Riesgo_Manual,Empleado,50
C_1655,2026-01-12 14:34:00,Rechazo_Manual,Empleado,0
C_1656,2026-01-12 12:00:00,Recibir_Solicitud,Sistema,0
C_1656,2026-01-12 12:05:00,Verificacion_Automatica,API,2
C_1656,2026-01-12 12:07:00,Comprobar_Antecedentes,API,1
C_1656,2026-01-12 12:09:00,Calculo_Scoring,API,1
C_1656,2026-01-12 12:14:00,Requiere_Revision_Manual,Sistema,0
C_1656,2026-01-12 14:14:00,Analisis_Riesgo_Manual,Empleado,50
C_1656,2026-01-12 14:44:00,Aprobacion_Manual,Empleado,0
C_1657,2026-01-12 12:10:00,Recibir_Solicitud,Sistema,0
C_1657,2026-01-12 12:15:00,Verificacion_Automatica,API,2
C_1657,2026-01-12 12:17:00,Calculo_Scoring,API,1
C_1657,2026-01-12 12:19:00,Comprobar_Antecedentes,API,1
C_1657,2026-01-12 12:24:00,Aprobacion_Automatica,Sistema,0
C_1657,2026-01-12 12:29:00,Emitir_Transferencia,Banco,5
C_1658,2026-01-12 12:20:00,Recibir_Solicitud,Sistema,0
C_1658,2026-01-12 12:25:00,Verificacion_Automatica,API,2
C_1658,2026-01-12 12:27:00,Calculo_Scoring,API,1
C_1658,2026-01-12 12:29:00,Comprobar_Antecedentes,API,1
C_1658,2026-01-12 12:34:00,Aprobacion_Automatica,Sistema,0
C_1658,2026-01-12 12:39:00,Emitir_Transferencia,Banco,5
C_1659,2026-01-12 12:30:00,Recibir_Solicitud,Sistema,0
C_1659,2026-01-12 12:35:00,Verificacion_Automatica,API,2
C_1659,2026-01-12 12:37:00,Comprobar_Antecedentes,API,1
C_1659,2026-01-12 12:39:00,Calculo_Scoring,API,1
C_1659,2026-01-12 12:44:00,Aprobacion_Automatica,Sistema,0
C_1659,2026-01-12 12:49:00,Emitir_Transferencia,Banco,5
C_1660,2026-01-12 12:40:00,Recibir_Solicitud,Sistema,0
C_1660,2026-01-12 12:45:00,Verificacion_Automatica,API,2
C_1660,2026-01-12 12:47:00,Calculo_Scoring,API,1
C_1660,2026-01-12 12:49:00,Comprobar_Antecedentes,API,1
C_1660,2026-01-12 12:54:00,Aprobacion_Automatica,Sistema,0
C_1660,2026-01-12 12:59:00,Emitir_Transferencia,Banco,5
C_1661,2026-01-12 12:50:00,Recibir_Solicitud,Sistema,0
C_1661,2026-01-12 12:55:00,Verificacion_Automatica,API,2
C_1661,2026-01-12 12:57:00,Calculo_Scoring,API,1
C_1661,2026-01-12 12:59:00,Comprobar_Antecedentes,API,1
C_1661,2026-01-12 13:04:00,Aprobacion_Automatica,Sistema,0
C_1661,2026-01-12 13:09:00,Emitir_Transferencia,Banco,5
C_1662,2026-01-12 13:00:00,Recibir_Solicitud,Sistema,0
C_1662,2026-01-12 13:05:00,Verificacion_Automatica,API,2
C_1662,2026-01-12 13:07:00,Comprobar_Antecedentes,API,1
C_1662,2026-01-12 13:09:00,Calculo_Scoring,API,1
C_1662,2026-01-12 13:14:00,Aprobacion_Automatica,Sistema,0
C_1662,2026-01-12 13:19:00,Emitir_Transferencia,Banco,5
C_1663,2026-01-12 13:10:00,Recibir_Solicitud,Sistema,0
C_1663,2026-01-12 13:15:00,Verificacion_Automatica,API,2
C_1663,2026-01-12 13:17:00,Comprobar_Antecedentes,API,1
C_1663,2026-01-12 13:19:00,Calculo_Scoring,API,1
C_1663,2026-01-12 13:24:00,Requiere_Revision_Manual,Sistema,0
C_1663,2026-01-12 15:24:00,Analisis_Riesgo_Manual,Empleado,50
C_1663,2026-01-12 15:54:00,Rechazo_Manual,Empleado,0
C_1664,2026-01-12 13:20:00,Recibir_Solicitud,Sistema,0
C_1664,2026-01-12 13:25:00,Verificacion_Automatica,API,2
C_1664,2026-01-12 13:27:00,Calculo_Scoring,API,1
C_1664,2026-01-12 13:29:00,Comprobar_Antecedentes,API,1
C_1664,2026-01-12 13:34:00,Requiere_Revision_Manual,Sistema,0
C_1664,2026-01-12 15:34:00,Analisis_Riesgo_Manual,Empleado,50
C_1664,2026-01-12 16:04:00,Aprobacion_Manual,Empleado,0
C_1665,2026-01-12 13:30:00,Recibir_Solicitud,Sistema,0
C_1665,2026-01-12 13:35:00,Verificacion_Automatica,API,2
C_1665,2026-01-12 13:37:00,Comprobar_Antecedentes,API,1
C_1665,2026-01-12 13:39:00,Calculo_Scoring,API,1
C_1665,2026-01-12 13:44:00,Requiere_Revision_Manual,Sistema,0
C_1665,2026-01-12 15:44:00,Analisis_Riesgo_Manual,Empleado,50
C_1665,2026-01-12 16:14:00,Aprobacion_Manual,Empleado,0
C_1666,2026-01-12 13:40:00,Recibir_Solicitud,Sistema,0
C_1666,2026-01-12 13:45:00,Verificacion_Automatica,API,2
C_1666,2026-01-12 13:47:00,Comprobar_Antecedentes,API,1
C_1666,2026-01-12 13:49:00,Calculo_Scoring,API,1
C_1666,2026-01-12 13:54:00,Aprobacion_Automatica,Sistema,0
C_1666,2026-01-12 13:59:00,Emitir_Transferencia,Banco,5
C_1667,2026-01-12 13:50:00,Recibir_Solicitud,Sistema,0
C_1667,2026-01-12 13:55:00,Verificacion_Automatica,API,2
C_1667,2026-01-12 13:57:00,Calculo_Scoring,API,1
C_1667,2026-01-12 13:59:00,Comprobar_Antecedentes,API,1
C_1667,2026-01-12 14:04:00,Aprobacion_Automatica,Sistema,0
C_1667,2026-01-12 14:09:00,Emitir_Transferencia,Banco,5
C_1668,2026-01-12 14:00:00,Recibir_Solicitud,Sistema,0
C_1668,2026-01-12 14:05:00,Verificacion_Automatica,API,2
C_1668,2026-01-12 14:07:00,Calculo_Scoring,API,1
C_1668,2026-01-12 14:09:00,Comprobar_Antecedentes,API,1
C_1668,2026-01-12 14:14:00,Aprobacion_Automatica,Sistema,0
C_1668,2026-01-12 14:19:00,Emitir_Transferencia,Banco,5
C_1669,2026-01-12 14:10:00,Recibir_Solicitud,Sistema,0
C_1669,2026-01-12 14:15:00,Verificacion_Automatica,API,2
C_1669,2026-01-12 14:17:00,Calculo_Scoring,API,1
C_1669,2026-01-12 14:19:00,Comprobar_Antecedentes,API,1
C_1669,2026-01-12 14:24:00,Requiere_Revision_Manual,Sistema,0
C_1669,2026-01-12 16:24:00,Analisis_Riesgo_Manual,Empleado,50
C_1669,2026-01-12 16:54:00,Aprobacion_Manual,Empleado,0
C_1670,2026-01-12 14:20:00,Recibir_Solicitud,Sistema,0
C_1670,2026-01-12 14:25:00,Verificacion_Automatica,API,2
C_1670,2026-01-12 14:27:00,Comprobar_Antecedentes,API,1
C_1670,2026-01-12 14:29:00,Calculo_Scoring,API,1
C_1670,2026-01-12 14:34:00,Aprobacion_Automatica,Sistema,0
C_1670,2026-01-12 14:39:00,Emitir_Transferencia,Banco,5
C_1671,2026-01-12 14:30:00,Recibir_Solicitud,Sistema,0
C_1671,2026-01-12 14:35:00,Verificacion_Automatica,API,2
C_1671,2026-01-12 14:37:00,Comprobar_Antecedentes,API,1
C_1671,2026-01-12 14:39:00,Calculo_Scoring,API,1
C_1671,2026-01-12 14:44:00,Aprobacion_Automatica,Sistema,0
C_1671,2026-01-12 14:49:00,Emitir_Transferencia,Banco,5
C_1672,2026-01-12 14:40:00,Recibir_Solicitud,Sistema,0
C_1672,2026-01-12 14:45:00,Verificacion_Automatica,API,2
C_1672,2026-01-12 14:47:00,Comprobar_Antecedentes,API,1
C_1672,2026-01-12 14:49:00,Calculo_Scoring,API,1
C_1672,2026-01-12 14:54:00,Aprobacion_Automatica,Sistema,0
C_1672,2026-01-12 14:59:00,Emitir_Transferencia,Banco,5
C_1673,2026-01-12 14:50:00,Recibir_Solicitud,Sistema,0
C_1673,2026-01-12 14:55:00,Verificacion_Automatica,API,2
C_1673,2026-01-12 14:57:00,Comprobar_Antecedentes,API,1
C_1673,2026-01-12 14:59:00,Calculo_Scoring,API,1
C_1673,2026-01-12 15:04:00,Aprobacion_Automatica,Sistema,0
C_1673,2026-01-12 15:09:00,Emitir_Transferencia,Banco,5
C_1674,2026-01-12 15:00:00,Recibir_Solicitud,Sistema,0
C_1674,2026-01-12 15:05:00,Verificacion_Automatica,API,2
C_1674,2026-01-12 15:07:00,Calculo_Scoring,API,1
C_1674,2026-01-12 15:09:00,Comprobar_Antecedentes,API,1
C_1674,2026-01-12 15:14:00,Aprobacion_Automatica,Sistema,0
C_1674,2026-01-12 15:19:00,Emitir_Transferencia,Banco,5
C_1675,2026-01-12 15:10:00,Recibir_Solicitud,Sistema,0
C_1675,2026-01-12 15:15:00,Verificacion_Automatica,API,2
C_1675,2026-01-12 15:17:00,Calculo_Scoring,API,1
C_1675,2026-01-12 15:19:00,Comprobar_Antecedentes,API,1
C_1675,2026-01-12 15:24:00,Aprobacion_Automatica,Sistema,0
C_1675,2026-01-12 15:29:00,Emitir_Transferencia,Banco,5
C_1676,2026-01-12 15:20:00,Recibir_Solicitud,Sistema,0
C_1676,2026-01-12 15:25:00,Verificacion_Automatica,API,2
C_1676,2026-01-12 15:27:00,Comprobar_Antecedentes,API,1
C_1676,2026-01-12 15:29:00,Calculo_Scoring,API,1
C_1676,2026-01-12 15:34:00,Aprobacion_Automatica,Sistema,0
C_1676,2026-01-12 15:39:00,Emitir_Transferencia,Banco,5
C_1677,2026-01-12 15:30:00,Recibir_Solicitud,Sistema,0
C_1677,2026-01-12 15:35:00,Verificacion_Automatica,API,2
C_1677,2026-01-12 15:37:00,Calculo_Scoring,API,1
C_1677,2026-01-12 15:39:00,Comprobar_Antecedentes,API,1
C_1677,2026-01-12 15:44:00,Aprobacion_Automatica,Sistema,0
C_1677,2026-01-12 15:49:00,Emitir_Transferencia,Banco,5
C_1678,2026-01-12 15:40:00,Recibir_Solicitud,Sistema,0
C_1678,2026-01-12 15:45:00,Verificacion_Automatica,API,2
C_1678,2026-01-12 15:47:00,Comprobar_Antecedentes,API,1
C_1678,2026-01-12 15:49:00,Calculo_Scoring,API,1
C_1678,2026-01-12 15:54:00,Aprobacion_Automatica,Sistema,0
C_1678,2026-01-12 15:59:00,Emitir_Transferencia,Banco,5
C_1679,2026-01-12 15:50:00,Recibir_Solicitud,Sistema,0
C_1679,2026-01-12 15:55:00,Verificacion_Automatica,API,2
C_1679,2026-01-12 15:57:00,Calculo_Scoring,API,1
C_1679,2026-01-12 15:59:00,Comprobar_Antecedentes,API,1
C_1679,2026-01-12 16:04:00,Aprobacion_Automatica,Sistema,0
C_1679,2026-01-12 16:09:00,Emitir_Transferencia,Banco,5
C_1680,2026-01-12 16:00:00,Recibir_Solicitud,Sistema,0
C_1680,2026-01-12 16:05:00,Verificacion_Automatica,API,2
C_1680,2026-01-12 16:07:00,Calculo_Scoring,API,1
C_1680,2026-01-12 16:09:00,Comprobar_Antecedentes,API,1
C_1680,2026-01-12 16:14:00,Requiere_Revision_Manual,Sistema,0
C_1680,2026-01-12 18:14:00,Analisis_Riesgo_Manual,Empleado,50
C_1680,2026-01-12 18:44:00,Aprobacion_Manual,Empleado,0
C_1681,2026-01-12 16:10:00,Recibir_Solicitud,Sistema,0
C_1681,2026-01-12 16:15:00,Verificacion_Automatica,API,2
C_1681,2026-01-12 16:17:00,Comprobar_Antecedentes,API,1
C_1681,2026-01-12 16:19:00,Calculo_Scoring,API,1
C_1681,2026-01-12 16:24:00,Requiere_Revision_Manual,Sistema,0
C_1681,2026-01-12 18:24:00,Analisis_Riesgo_Manual,Empleado,50
C_1681,2026-01-12 18:54:00,Rechazo_Manual,Empleado,0
C_1682,2026-01-12 16:20:00,Recibir_Solicitud,Sistema,0
C_1682,2026-01-12 16:25:00,Verificacion_Automatica,API,2
C_1682,2026-01-12 16:27:00,Comprobar_Antecedentes,API,1
C_1682,2026-01-12 16:29:00,Calculo_Scoring,API,1
C_1682,2026-01-12 16:34:00,Aprobacion_Automatica,Sistema,0
C_1682,2026-01-12 16:39:00,Emitir_Transferencia,Banco,5
C_1683,2026-01-12 16:30:00,Recibir_Solicitud,Sistema,0
C_1683,2026-01-12 16:35:00,Verificacion_Automatica,API,2
C_1683,2026-01-12 16:37:00,Comprobar_Antecedentes,API,1
C_1683,2026-01-12 16:39:00,Calculo_Scoring,API,1
C_1683,2026-01-12 16:44:00,Requiere_Revision_Manual,Sistema,0
C_1683,2026-01-12 18:44:00,Analisis_Riesgo_Manual,Empleado,50
C_1683,2026-01-12 19:14:00,Aprobacion_Manual,Empleado,0
C_1684,2026-01-12 16:40:00,Recibir_Solicitud,Sistema,0
C_1684,2026-01-12 16:45:00,Verificacion_Automatica,API,2
C_1684,2026-01-12 16:47:00,Calculo_Scoring,API,1
C_1684,2026-01-12 16:49:00,Comprobar_Antecedentes,API,1
C_1684,2026-01-12 16:54:00,Aprobacion_Automatica,Sistema,0
C_1684,2026-01-12 16:59:00,Emitir_Transferencia,Banco,5
C_1685,2026-01-12 16:50:00,Recibir_Solicitud,Sistema,0
C_1685,2026-01-12 16:55:00,Verificacion_Automatica,API,2
C_1685,2026-01-12 16:57:00,Comprobar_Antecedentes,API,1
C_1685,2026-01-12 16:59:00,Calculo_Scoring,API,1
C_1685,2026-01-12 17:04:00,Aprobacion_Automatica,Sistema,0
C_1685,2026-01-12 17:09:00,Emitir_Transferencia,Banco,5
C_1686,2026-01-12 17:00:00,Recibir_Solicitud,Sistema,0
C_1686,2026-01-12 17:05:00,Verificacion_Automatica,API,2
C_1686,2026-01-12 17:07:00,Calculo_Scoring,API,1
C_1686,2026-01-12 17:09:00,Comprobar_Antecedentes,API,1
C_1686,2026-01-12 17:14:00,Requiere_Revision_Manual,Sistema,0
C_1686,2026-01-12 19:14:00,Analisis_Riesgo_Manual,Empleado,50
C_1686,2026-01-12 19:44:00,Aprobacion_Manual,Empleado,0
C_1687,2026-01-12 17:10:00,Recibir_Solicitud,Sistema,0
C_1687,2026-01-12 17:15:00,Verificacion_Automatica,API,2
C_1687,2026-01-12 17:17:00,Calculo_Scoring,API,1
C_1687,2026-01-12 17:19:00,Comprobar_Antecedentes,API,1
C_1687,2026-01-12 17:24:00,Aprobacion_Automatica,Sistema,0
C_1687,2026-01-12 17:29:00,Emitir_Transferencia,Banco,5
C_1688,2026-01-12 17:20:00,Recibir_Solicitud,Sistema,0
C_1688,2026-01-12 17:25:00,Verificacion_Automatica,API,2
C_1688,2026-01-12 17:27:00,Calculo_Scoring,API,1
C_1688,2026-01-12 17:29:00,Comprobar_Antecedentes,API,1
C_1688,2026-01-12 17:34:00,Aprobacion_Automatica,Sistema,0
C_1688,2026-01-12 17:39:00,Emitir_Transferencia,Banco,5
C_1689,2026-01-12 17:30:00,Recibir_Solicitud,Sistema,0
C_1689,2026-01-12 17:35:00,Verificacion_Automatica,API,2
C_1689,2026-01-12 17:37:00,Calculo_Scoring,API,1
C_1689,2026-01-12 17:39:00,Comprobar_Antecedentes,API,1
C_1689,2026-01-12 17:44:00,Aprobacion_Automatica,Sistema,0
C_1689,2026-01-12 17:49:00,Emitir_Transferencia,Banco,5
C_1690,2026-01-12 17:40:00,Recibir_Solicitud,Sistema,0
C_1690,2026-01-12 17:45:00,Verificacion_Automatica,API,2
C_1690,2026-01-12 17:47:00,Calculo_Scoring,API,1
C_1690,2026-01-12 17:49:00,Comprobar_Antecedentes,API,1
C_1690,2026-01-12 17:54:00,Requiere_Revision_Manual,Sistema,0
C_1690,2026-01-12 19:54:00,Analisis_Riesgo_Manual,Empleado,50
C_1690,2026-01-12 20:24:00,Aprobacion_Manual,Empleado,0
C_1691,2026-01-12 17:50:00,Recibir_Solicitud,Sistema,0
C_1691,2026-01-12 17:55:00,Verificacion_Automatica,API,2
C_1691,2026-01-12 17:57:00,Calculo_Scoring,API,1
C_1691,2026-01-12 17:59:00,Comprobar_Antecedentes,API,1
C_1691,2026-01-12 18:04:00,Requiere_Revision_Manual,Sistema,0
C_1691,2026-01-12 20:04:00,Analisis_Riesgo_Manual,Empleado,50
C_1691,2026-01-12 20:34:00,Aprobacion_Manual,Empleado,0
C_1692,2026-01-12 18:00:00,Recibir_Solicitud,Sistema,0
C_1692,2026-01-12 18:05:00,Verificacion_Automatica,API,2
C_1692,2026-01-12 18:07:00,Calculo_Scoring,API,1
C_1692,2026-01-12 18:09:00,Comprobar_Antecedentes,API,1
C_1692,2026-01-12 18:14:00,Aprobacion_Automatica,Sistema,0
C_1692,2026-01-12 18:19:00,Emitir_Transferencia,Banco,5
C_1693,2026-01-12 18:10:00,Recibir_Solicitud,Sistema,0
C_1693,2026-01-12 18:15:00,Verificacion_Automatica,API,2
C_1693,2026-01-12 18:17:00,Comprobar_Antecedentes,API,1
C_1693,2026-01-12 18:19:00,Calculo_Scoring,API,1
C_1693,2026-01-12 18:24:00,Aprobacion_Automatica,Sistema,0
C_1693,2026-01-12 18:29:00,Emitir_Transferencia,Banco,5
C_1694,2026-01-12 18:20:00,Recibir_Solicitud,Sistema,0
C_1694,2026-01-12 18:25:00,Verificacion_Automatica,API,2
C_1694,2026-01-12 18:27:00,Comprobar_Antecedentes,API,1
C_1694,2026-01-12 18:29:00,Calculo_Scoring,API,1
C_1694,2026-01-12 18:34:00,Aprobacion_Automatica,Sistema,0
C_1694,2026-01-12 18:39:00,Emitir_Transferencia,Banco,5
C_1695,2026-01-12 18:30:00,Recibir_Solicitud,Sistema,0
C_1695,2026-01-12 18:35:00,Verificacion_Automatica,API,2
C_1695,2026-01-12 18:37:00,Comprobar_Antecedentes,API,1
C_1695,2026-01-12 18:39:00,Calculo_Scoring,API,1
C_1695,2026-01-12 18:44:00,Aprobacion_Automatica,Sistema,0
C_1695,2026-01-12 18:49:00,Emitir_Transferencia,Banco,5
C_1696,2026-01-12 18:40:00,Recibir_Solicitud,Sistema,0
C_1696,2026-01-12 18:45:00,Verificacion_Automatica,API,2
C_1696,2026-01-12 18:47:00,Comprobar_Antecedentes,API,1
C_1696,2026-01-12 18:49:00,Calculo_Scoring,API,1
C_1696,2026-01-12 18:54:00,Requiere_Revision_Manual,Sistema,0
C_1696,2026-01-12 20:54:00,Analisis_Riesgo_Manual,Empleado,50
C_1696,2026-01-12 21:24:00,Aprobacion_Manual,Empleado,0
C_1697,2026-01-12 18:50:00,Recibir_Solicitud,Sistema,0
C_1697,2026-01-12 18:55:00,Verificacion_Automatica,API,2
C_1697,2026-01-12 18:57:00,Calculo_Scoring,API,1
C_1697,2026-01-12 18:59:00,Comprobar_Antecedentes,API,1
C_1697,2026-01-12 19:04:00,Aprobacion_Automatica,Sistema,0
C_1697,2026-01-12 19:09:00,Emitir_Transferencia,Banco,5
C_1698,2026-01-12 19:00:00,Recibir_Solicitud,Sistema,0
C_1698,2026-01-12 19:05:00,Verificacion_Automatica,API,2
C_1698,2026-01-12 19:07:00,Calculo_Scoring,API,1
C_1698,2026-01-12 19:09:00,Comprobar_Antecedentes,API,1
C_1698,2026-01-12 19:14:00,Requiere_Revision_Manual,Sistema,0
C_1698,2026-01-12 21:14:00,Analisis_Riesgo_Manual,Empleado,50
C_1698,2026-01-12 21:44:00,Aprobacion_Manual,Empleado,0
C_1699,2026-01-12 19:10:00,Recibir_Solicitud,Sistema,0
C_1699,2026-01-12 19:15:00,Verificacion_Automatica,API,2
C_1699,2026-01-12 19:17:00,Calculo_Scoring,API,1
C_1699,2026-01-12 19:19:00,Comprobar_Antecedentes,API,1
C_1699,2026-01-12 19:24:00,Aprobacion_Automatica,Sistema,0
C_1699,2026-01-12 19:29:00,Emitir_Transferencia,Banco,5
C_1700,2026-01-12 19:20:00,Recibir_Solicitud,Sistema,0
C_1700,2026-01-12 19:25:00,Verificacion_Automatica,API,2
C_1700,2026-01-12 19:27:00,Comprobar_Antecedentes,API,1
C_1700,2026-01-12 19:29:00,Calculo_Scoring,API,1
C_1700,2026-01-12 19:34:00,Aprobacion_Automatica,Sistema,0
C_1700,2026-01-12 19:39:00,Emitir_Transferencia,Banco,5
C_1701,2026-01-12 19:30:00,Recibir_Solicitud,Sistema,0
C_1701,2026-01-12 19:35:00,Verificacion_Automatica,API,2
C_1701,2026-01-12 19:37:00,Calculo_Scoring,API,1
C_1701,2026-01-12 19:39:00,Comprobar_Antecedentes,API,1
C_1701,2026-01-12 19:44:00,Aprobacion_Automatica,Sistema,0
C_1701,2026-01-12 19:49:00,Emitir_Transferencia,Banco,5
C_1702,2026-01-12 19:40:00,Recibir_Solicitud,Sistema,0
C_1702,2026-01-12 19:45:00,Verificacion_Automatica,API,2
C_1702,2026-01-12 19:47:00,Calculo_Scoring,API,1
C_1702,2026-01-12 19:49:00,Comprobar_Antecedentes,API,1
C_1702,2026-01-12 19:54:00,Aprobacion_Automatica,Sistema,0
C_1702,2026-01-12 19:59:00,Emitir_Transferencia,Banco,5
C_1703,2026-01-12 19:50:00,Recibir_Solicitud,Sistema,0
C_1703,2026-01-12 19:55:00,Verificacion_Automatica,API,2
C_1703,2026-01-12 19:57:00,Calculo_Scoring,API,1
C_1703,2026-01-12 19:59:00,Comprobar_Antecedentes,API,1
C_1703,2026-01-12 20:04:00,Requiere_Revision_Manual,Sistema,0
C_1703,2026-01-12 22:04:00,Analisis_Riesgo_Manual,Empleado,50
C_1703,2026-01-12 22:34:00,Rechazo_Manual,Empleado,0
C_1704,2026-01-12 20:00:00,Recibir_Solicitud,Sistema,0
C_1704,2026-01-12 20:05:00,Verificacion_Automatica,API,2
C_1704,2026-01-12 20:07:00,Comprobar_Antecedentes,API,1
C_1704,2026-01-12 20:09:00,Calculo_Scoring,API,1
C_1704,2026-01-12 20:14:00,Aprobacion_Automatica,Sistema,0
C_1704,2026-01-12 20:19:00,Emitir_Transferencia,Banco,5
C_1705,2026-01-12 20:10:00,Recibir_Solicitud,Sistema,0
C_1705,2026-01-12 20:15:00,Verificacion_Automatica,API,2
C_1705,2026-01-12 20:17:00,Comprobar_Antecedentes,API,1
C_1705,2026-01-12 20:19:00,Calculo_Scoring,API,1
C_1705,2026-01-12 20:24:00,Requiere_Revision_Manual,Sistema,0
C_1705,2026-01-12 22:24:00,Analisis_Riesgo_Manual,Empleado,50
C_1705,2026-01-12 22:54:00,Rechazo_Manual,Empleado,0
C_1706,2026-01-12 20:20:00,Recibir_Solicitud,Sistema,0
C_1706,2026-01-12 20:25:00,Verificacion_Automatica,API,2
C_1706,2026-01-12 20:27:00,Comprobar_Antecedentes,API,1
C_1706,2026-01-12 20:29:00,Calculo_Scoring,API,1
C_1706,2026-01-12 20:34:00,Aprobacion_Automatica,Sistema,0
C_1706,2026-01-12 20:39:00,Emitir_Transferencia,Banco,5
C_1707,2026-01-12 20:30:00,Recibir_Solicitud,Sistema,0
C_1707,2026-01-12 20:35:00,Verificacion_Automatica,API,2
C_1707,2026-01-12 20:37:00,Calculo_Scoring,API,1
C_1707,2026-01-12 20:39:00,Comprobar_Antecedentes,API,1
C_1707,2026-01-12 20:44:00,Aprobacion_Automatica,Sistema,0
C_1707,2026-01-12 20:49:00,Emitir_Transferencia,Banco,5
C_1708,2026-01-12 20:40:00,Recibir_Solicitud,Sistema,0
C_1708,2026-01-12 20:45:00,Verificacion_Automatica,API,2
C_1708,2026-01-12 20:47:00,Comprobar_Antecedentes,API,1
C_1708,2026-01-12 20:49:00,Calculo_Scoring,API,1
C_1708,2026-01-12 20:54:00,Aprobacion_Automatica,Sistema,0
C_1708,2026-01-12 20:59:00,Emitir_Transferencia,Banco,5
C_1709,2026-01-12 20:50:00,Recibir_Solicitud,Sistema,0
C_1709,2026-01-12 20:55:00,Verificacion_Automatica,API,2
C_1709,2026-01-12 20:57:00,Calculo_Scoring,API,1
C_1709,2026-01-12 20:59:00,Comprobar_Antecedentes,API,1
C_1709,2026-01-12 21:04:00,Aprobacion_Automatica,Sistema,0
C_1709,2026-01-12 21:09:00,Emitir_Transferencia,Banco,5
C_1710,2026-01-12 21:00:00,Recibir_Solicitud,Sistema,0
C_1710,2026-01-12 21:05:00,Verificacion_Automatica,API,2
C_1710,2026-01-12 21:07:00,Comprobar_Antecedentes,API,1
C_1710,2026-01-12 21:09:00,Calculo_Scoring,API,1
C_1710,2026-01-12 21:14:00,Aprobacion_Automatica,Sistema,0
C_1710,2026-01-12 21:19:00,Emitir_Transferencia,Banco,5
C_1711,2026-01-12 21:10:00,Recibir_Solicitud,Sistema,0
C_1711,2026-01-12 21:15:00,Verificacion_Automatica,API,2
C_1711,2026-01-12 21:17:00,Calculo_Scoring,API,1
C_1711,2026-01-12 21:19:00,Comprobar_Antecedentes,API,1
C_1711,2026-01-12 21:24:00,Aprobacion_Automatica,Sistema,0
C_1711,2026-01-12 21:29:00,Emitir_Transferencia,Banco,5
C_1712,2026-01-12 21:20:00,Recibir_Solicitud,Sistema,0
C_1712,2026-01-12 21:25:00,Verificacion_Automatica,API,2
C_1712,2026-01-12 21:27:00,Comprobar_Antecedentes,API,1
C_1712,2026-01-12 21:29:00,Calculo_Scoring,API,1
C_1712,2026-01-12 21:34:00,Requiere_Revision_Manual,Sistema,0
C_1712,2026-01-12 23:34:00,Analisis_Riesgo_Manual,Empleado,50
C_1712,2026-01-13 00:04:00,Aprobacion_Manual,Empleado,0
C_1713,2026-01-12 21:30:00,Recibir_Solicitud,Sistema,0
C_1713,2026-01-12 21:35:00,Verificacion_Automatica,API,2
C_1713,2026-01-12 21:37:00,Calculo_Scoring,API,1
C_1713,2026-01-12 21:39:00,Comprobar_Antecedentes,API,1
